Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y
2.65,260.99,59.3503,7.9906,27.2300,0.16,100.00,254.14,0.00,0.00,0.00,0.00,135.4600,8.5973,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
2.77,260.99,59.3503,7.9844,27.2300,0.05,100.00,249.20,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
2.90,260.99,59.3503,7.9703,27.2300,0.11,100.00,244.08,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
3.02,260.99,59.3503,7.9671,27.2300,0.03,100.00,239.20,0.00,0.00,0.00,0.00,135.4600,8.5963,276.8700,0.03,100.00,180.00,0.00,180.00,0.00,0.00
3.15,260.99,59.3503,7.9920,27.2300,0.20,100.00,234.17,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.03,100.00,180.00,0.00,180.00,0.00,0.00
3.27,260.99,59.3503,7.9807,27.2300,0.09,100.00,229.11,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
3.40,260.99,59.3503,7.9731,27.2300,0.06,100.00,224.14,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
3.53,260.99,59.3503,7.9925,27.2300,0.15,100.00,218.98,0.00,0.00,0.00,0.00,135.4600,8.5971,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
3.65,260.99,59.3503,7.9883,27.2300,0.03,100.00,214.08,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
3.78,260.99,59.3503,7.9738,27.2300,0.11,100.00,208.96,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
3.90,260.99,59.3503,7.9708,27.2300,0.03,100.00,204.09,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
4.03,260.99,59.3504,7.9927,27.2300,0.17,100.00,198.99,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
4.15,260.99,59.3504,7.9881,27.2301,0.04,100.00,194.08,0.00,0.00,0.00,0.00,135.4600,8.5995,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
4.27,260.99,59.3504,7.9781,27.2301,0.08,100.00,189.05,0.00,0.00,0.00,0.00,135.4600,8.5975,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
4.40,260.99,59.3504,7.9709,27.2301,0.06,100.00,184.09,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
4.52,260.98,59.3504,7.9961,27.2301,0.20,100.00,179.06,0.00,0.00,0.00,0.00,135.4600,8.5994,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
4.65,260.98,59.3504,7.9912,27.2301,0.04,100.00,174.15,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
4.77,260.98,59.3504,7.9872,27.2302,0.03,100.00,169.26,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
4.89,260.98,59.3504,7.9765,27.2302,0.08,100.00,164.22,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
5.02,260.98,59.3504,7.9680,27.2302,0.07,100.00,159.22,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
5.14,260.98,59.3504,7.9980,27.2302,0.24,100.00,154.31,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
5.27,260.98,59.3504,7.9829,27.2302,0.12,100.00,149.16,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
5.39,260.98,59.3504,7.9779,27.2302,0.04,100.00,144.25,0.00,0.00,0.00,0.00,135.4600,8.5975,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
5.52,260.98,59.3504,8.0002,27.2302,0.17,100.00,139.15,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
5.65,260.98,59.3503,7.9930,27.2302,0.06,100.00,134.19,0.00,0.00,0.00,0.00,135.4600,8.5990,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
5.77,260.98,59.3503,7.9852,27.2302,0.06,100.00,129.21,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
5.89,260.98,59.3503,7.9808,27.2302,0.04,100.00,124.32,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
6.02,260.98,59.3503,7.9699,27.2302,0.09,100.00,119.27,0.00,0.00,0.00,0.00,135.4600,8.5990,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
6.14,260.98,59.3503,8.0005,27.2302,0.25,100.00,114.36,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
6.27,260.98,59.3503,7.9890,27.2302,0.09,100.00,109.30,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
6.39,260.98,59.3503,7.9832,27.2302,0.05,100.00,104.37,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
6.52,260.98,59.3503,7.9685,27.2302,0.11,100.00,99.24,0.00,0.00,0.00,0.00,135.4600,8.5998,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
6.65,260.98,59.3503,7.9920,27.2302,0.19,100.00,94.17,0.00,0.00,0.00,0.00,135.4600,8.5972,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
6.77,260.98,59.3503,7.9824,27.2302,0.08,100.00,89.15,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
6.89,260.98,59.3503,7.9766,27.2302,0.05,100.00,84.22,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
7.02,260.98,59.3503,8.0006,27.2302,0.19,100.00,79.16,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
7.15,260.98,59.3502,7.9930,27.2302,0.06,100.00,74.19,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
7.27,260.98,59.3502,7.9776,27.2302,0.12,100.00,69.04,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
7.40,260.98,59.3502,7.9695,27.2302,0.07,100.00,64.06,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
7.53,260.98,59.3502,7.9866,27.2302,0.13,100.00,58.85,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
7.66,260.99,59.3502,7.9723,27.2302,0.11,100.00,53.72,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
7.79,260.98,59.3501,7.9903,27.2302,0.14,100.00,48.53,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
7.91,260.99,59.3501,7.9857,27.2302,0.04,100.00,43.63,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.04,260.98,59.3501,8.0001,27.2302,0.11,100.00,38.35,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.16,260.99,59.3501,7.9945,27.2301,0.05,100.00,33.43,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.29,260.99,59.3501,7.9815,27.2301,0.10,100.00,28.33,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.42,260.99,59.3501,7.9695,27.2301,0.09,100.00,23.26,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.55,260.99,59.3501,7.9891,27.2301,0.15,100.00,18.10,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.67,260.99,59.3501,7.9764,27.2301,0.10,100.00,13.02,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.80,260.99,59.3501,8.0008,27.2301,0.19,100.00,7.97,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.93,260.99,59.3501,7.9925,27.2301,0.07,100.00,2.98,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
9.06,260.99,59.3501,7.9736,27.2300,0.14,100.00,357.75,0.00,0.00,0.00,0.00,135.4600,8.5970,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
9.18,260.99,59.3501,8.0015,27.2300,0.22,100.00,352.78,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
9.26,260.99,59.3501,7.9976,27.2299,0.05,100.00,347.90,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
9.38,260.99,59.3501,7.9995,27.2299,0.02,100.00,343.14,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
9.50,260.99,59.3501,8.0021,27.2299,0.02,100.00,338.40,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
9.62,260.99,59.3501,7.9676,27.2299,0.29,100.00,333.62,0.00,0.00,0.00,0.00,135.4600,8.5992,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
9.74,260.99,59.3501,7.9686,27.2299,0.01,100.00,328.84,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
9.86,260.99,59.3501,7.9699,27.2299,0.01,100.00,324.07,0.00,0.00,0.00,0.00,135.4600,8.5998,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
9.98,260.99,59.3501,7.9716,27.2298,0.01,100.00,319.31,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.09,260.99,59.3501,7.9734,27.2298,0.02,100.00,314.55,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.21,260.99,59.3501,7.9754,27.2298,0.02,100.00,309.79,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.33,260.99,59.3501,7.9775,27.2298,0.02,100.00,305.04,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.45,260.99,59.3501,7.9793,27.2298,0.01,100.00,300.28,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.53,260.99,59.3501,7.9822,27.2298,0.04,100.00,295.55,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.65,260.99,59.3501,7.9901,27.2298,0.07,100.00,290.93,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.76,260.99,59.3502,7.9928,27.2298,0.02,100.00,286.19,0.00,0.00,0.00,0.00,135.4600,8.5997,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.02
10.88,260.99,59.3502,7.9979,27.2298,0.04,100.00,281.50,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.00,260.99,59.3502,7.9681,27.2298,0.25,100.00,276.83,0.00,0.00,0.00,0.00,135.4600,8.5998,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.12,260.99,59.3502,7.9695,27.2298,0.01,100.00,272.06,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.23,260.99,59.3503,7.9766,27.2298,0.06,100.00,267.42,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.35,260.99,59.3503,7.9836,27.2298,0.06,100.00,262.78,0.00,0.00,0.00,0.00,135.4600,8.5996,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.47,260.99,59.3503,7.9903,27.2298,0.06,100.00,258.13,0.00,0.00,0.00,0.00,135.4600,8.5987,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
11.58,260.99,59.3503,7.9971,27.2298,0.06,100.00,253.48,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
11.70,260.99,59.3503,7.9998,27.2298,0.02,100.00,248.74,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.82,260.99,59.3504,7.9710,27.2298,0.25,100.00,244.09,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.93,260.99,59.3504,7.9773,27.2298,0.05,100.00,239.44,0.00,0.00,0.00,0.00,135.4600,8.5997,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
12.05,260.99,59.3504,7.9835,27.2298,0.05,100.00,234.78,0.00,0.00,0.00,0.00,135.4600,8.5990,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,359.94
12.17,260.99,59.3504,7.9904,27.2298,0.06,100.00,230.13,0.00,0.00,0.00,0.00,135.4600,8.5992,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,359.98
12.28,260.99,59.3504,7.9968,27.2298,0.06,100.00,225.48,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
12.40,260.99,59.3505,7.9693,27.2298,0.24,100.00,220.86,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
12.51,260.99,59.3505,7.9769,27.2298,0.07,100.00,216.23,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
12.63,260.99,59.3504,7.9846,27.2299,0.07,100.00,211.60,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
12.74,260.99,59.3505,7.9923,27.2299,0.07,100.00,206.98,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
12.86,260.99,59.3505,8.0009,27.2299,0.07,100.00,202.37,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
12.98,260.99,59.3505,7.9728,27.2299,0.24,100.00,197.73,0.00,0.00,0.00,0.00,135.4600,8.5997,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.09,260.99,59.3505,7.9817,27.2299,0.08,100.00,193.14,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.21,260.99,59.3505,7.9900,27.2299,0.07,100.00,188.52,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.32,260.99,59.3505,7.9976,27.2299,0.07,100.00,183.90,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.44,260.99,59.3505,7.9702,27.2299,0.24,100.00,179.27,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.55,260.99,59.3505,7.9787,27.2299,0.07,100.00,174.67,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.67,260.99,59.3505,7.9873,27.2300,0.07,100.00,170.06,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.78,260.99,59.3505,7.9949,27.2300,0.07,100.00,165.44,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.90,260.99,59.3505,7.9674,27.2300,0.24,100.00,160.81,0.00,0.00,0.00,0.00,135.4600,8.5982,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,359.90
14.01,260.99,59.3505,7.9753,27.2300,0.07,100.00,156.19,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.02,100.00,180.00,0.00,180.00,0.00,0.00
14.13,260.99,59.3505,7.9832,27.2300,0.07,100.00,151.57,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
14.25,260.99,59.3505,7.9912,27.2300,0.07,100.00,146.95,0.00,0.00,0.00,0.00,135.4600,8.5994,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
14.36,260.99,59.3505,7.9975,27.2300,0.05,100.00,142.29,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
14.48,260.99,59.3505,7.9691,27.2300,0.24,100.00,137.65,0.00,0.00,0.00,0.00,135.4600,8.5991,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
14.55,260.99,59.3504,7.9778,27.2300,0.11,100.00,133.05,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
14.67,260.99,59.3504,7.9833,27.2300,0.05,100.00,128.37,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
14.79,260.99,59.3504,7.9895,27.2300,0.05,100.00,123.71,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
14.90,260.99,59.3504,7.9965,27.2300,0.06,100.00,119.07,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.02,260.99,59.3503,7.9678,27.2300,0.25,100.00,114.42,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.14,260.99,59.3503,7.9734,27.2300,0.05,100.00,109.75,0.00,0.00,0.00,0.00,135.4600,8.5999,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.25,260.99,59.3503,7.9782,27.2300,0.04,100.00,105.06,0.00,0.00,0.00,0.00,135.4600,8.5983,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
15.37,260.99,59.3503,7.9838,27.2300,0.05,100.00,100.38,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
15.49,260.99,59.3503,7.9880,27.2300,0.04,100.00,95.68,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.60,260.99,59.3503,7.9945,27.2300,0.06,100.00,91.03,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.72,260.99,59.3503,8.0003,27.2300,0.05,100.00,86.36,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.84,260.99,59.3503,7.9705,27.2300,0.26,100.00,81.68,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.96,260.99,59.3502,7.9747,27.2300,0.04,100.00,76.98,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
16.07,260.99,59.3502,7.9790,27.2300,0.04,100.00,72.28,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
16.19,260.99,59.3502,7.9831,27.2300,0.03,100.00,67.57,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
16.31,260.99,59.3502,7.9868,27.2299,0.03,100.00,62.85,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
16.43,260.99,59.3502,7.9907,27.2299,0.03,100.00,58.14,0.00,0.00,0.00,0.00,135.4600,8.5988,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
16.54,260.99,59.3502,7.9949,27.2299,0.04,100.00,53.44,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
16.66,260.99,59.3501,7.9990,27.2299,0.03,100.00,48.73,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
16.78,260.99,59.3501,7.9674,27.2299,0.27,100.00,44.01,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
16.90,260.99,59.3501,7.9708,27.2299,0.03,100.00,39.29,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
17.02,260.99,59.3501,7.9752,27.2299,0.04,100.00,34.59,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.00,100.00,180.00,0.00,180.00,0.00,0.00
17.13,260.99,59.3501,7.9789,27.2299,0.03,100.00,29.87,0.00,0.00,0.00,0.00,135.4600,8.5983,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
17.25,260.99,59.3501,7.9824,27.2299,0.03,100.00,25.15,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
17.37,260.99,59.3500,7.9860,27.2298,0.03,100.00,20.43,0.00,0.00,0.00,0.00,135.4600,8.5983,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
17.49,260.99,59.3500,7.9890,27.2298,0.03,100.00,15.70,0.00,0.00,0.00,0.00,135.4600,8.6000,276.8700,0.01,100.00,180.00,0.00,180.00,0.00,0.00
